group,attack,victim,candidate_count,permutation,target_position,setup_time_ms,attack_time_ms,requests_sent,biometric_evaluations,blocked_requests,target_identified,false_accept,signature_issued,attempts_per_second
G0,candidate_scan,Amelia_Vega,10,4,0,0.06000000,0.07000000,10,10,0,1,0,0,148734.18000000
G1,candidate_scan,Amelia_Vega,10,4,0,1.75000000,38.88000000,10,10,0,0,0,0,257.20000000
G2,candidate_scan,Amelia_Vega,10,4,0,148.07000000,44.38000000,10,10,0,0,0,0,225.33000000
G3,candidate_scan,Amelia_Vega,10,4,0,150.52000000,15.22000000,4,3,1,0,0,0,262.76000000
G0,candidate_scan,Amelia_Vega,50,0,8,0.07000000,0.24000000,50,50,0,1,0,0,205804.91000000
G1,candidate_scan,Amelia_Vega,50,0,8,1.79000000,195.47000000,50,50,0,0,0,0,255.80000000
G2,candidate_scan,Amelia_Vega,50,0,8,150.01000000,209.31000000,50,50,0,0,0,0,238.88000000
G3,candidate_scan,Amelia_Vega,50,0,8,144.29000000,14.30000000,4,3,1,0,0,0,279.64000000
G0,candidate_scan,Amelia_Vega,50,1,24,0.06000000,0.22000000,50,50,0,1,0,0,225016.31000000
G1,candidate_scan,Amelia_Vega,50,1,24,1.77000000,195.11000000,50,50,0,0,0,0,256.26000000
G2,candidate_scan,Amelia_Vega,50,1,24,142.42000000,210.14000000,50,50,0,0,0,0,237.94000000
G3,candidate_scan,Amelia_Vega,50,1,24,148.45000000,14.32000000,4,3,1,0,0,0,279.37000000
G0,candidate_scan,Amelia_Vega,50,2,12,0.06000000,0.22000000,50,50,0,1,0,0,227456.83000000
G1,candidate_scan,Amelia_Vega,50,2,12,1.85000000,195.69000000,50,50,0,0,0,0,255.51000000
G2,candidate_scan,Amelia_Vega,50,2,12,144.65000000,209.87000000,50,50,0,0,0,0,238.25000000
G3,candidate_scan,Amelia_Vega,50,2,12,144.26000000,15.36000000,4,3,1,0,0,0,260.35000000
G0,candidate_scan,Amelia_Vega,50,3,33,0.06000000,0.23000000,50,50,0,1,0,0,215756.38000000
G1,candidate_scan,Amelia_Vega,50,3,33,1.78000000,195.87000000,50,50,0,0,0,0,255.28000000
G2,candidate_scan,Amelia_Vega,50,3,33,143.10000000,218.39000000,50,50,0,0,0,0,228.95000000
G3,candidate_scan,Amelia_Vega,50,3,33,141.25000000,14.34000000,4,3,1,0,0,0,279.02000000
G0,candidate_scan,Amelia_Vega,50,4,0,0.06000000,0.28000000,50,50,0,1,0,0,179243.76000000
G1,candidate_scan,Amelia_Vega,50,4,0,1.78000000,195.99000000,50,50,0,0,0,0,255.12000000
G2,candidate_scan,Amelia_Vega,50,4,0,142.79000000,216.01000000,50,50,0,0,0,0,231.47000000
G3,candidate_scan,Amelia_Vega,50,4,0,147.09000000,14.06000000,4,3,1,0,0,0,284.45000000
G0,candidate_scan,Amelia_Vega,100,0,72,0.06000000,0.44000000,100,100,0,1,0,0,228697.06000000
G1,candidate_scan,Amelia_Vega,100,0,72,1.72000000,391.14000000,100,100,0,0,0,0,255.66000000
G2,candidate_scan,Amelia_Vega,100,0,72,142.42000000,432.82000000,100,100,0,0,0,0,231.04000000
G3,candidate_scan,Amelia_Vega,100,0,72,143.46000000,14.77000000,4,3,1,0,0,0,270.78000000
G0,candidate_scan,Amelia_Vega,100,1,17,0.09000000,0.43000000,100,100,0,1,0,0,233405.90000000
G1,candidate_scan,Amelia_Vega,100,1,17,1.79000000,391.00000000,100,100,0,0,0,0,255.76000000
G2,candidate_scan,Amelia_Vega,100,1,17,142.24000000,427.25000000,100,100,0,0,0,0,234.06000000
G3,candidate_scan,Amelia_Vega,100,1,17,142.22000000,14.48000000,4,3,1,0,0,0,276.24000000
G0,candidate_scan,Amelia_Vega,100,2,87,0.06000000,0.42000000,100,100,0,1,0,0,237234.39000000
G1,candidate_scan,Amelia_Vega,100,2,87,1.72000000,390.99000000,100,100,0,0,0,0,255.76000000
G2,candidate_scan,Amelia_Vega,100,2,87,144.69000000,421.10000000,100,100,0,0,0,0,237.47000000
G3,candidate_scan,Amelia_Vega,100,2,87,150.78000000,14.80000000,4,3,1,0,0,0,270.21000000
G0,candidate_scan,Amelia_Vega,100,3,0,0.06000000,0.46000000,100,100,0,1,0,0,218339.61000000
G1,candidate_scan,Amelia_Vega,100,3,0,1.77000000,391.39000000,100,100,0,0,0,0,255.50000000
G2,candidate_scan,Amelia_Vega,100,3,0,145.65000000,423.54000000,100,100,0,0,0,0,236.11000000
G3,candidate_scan,Amelia_Vega,100,3,0,145.89000000,14.18000000,4,3,1,0,0,0,282.12000000
G0,candidate_scan,Amelia_Vega,100,4,89,0.06000000,0.45000000,100,100,0,1,0,0,223338.87000000
G1,candidate_scan,Amelia_Vega,100,4,89,1.74000000,390.94000000,100,100,0,0,0,0,255.80000000
G2,candidate_scan,Amelia_Vega,100,4,89,153.52000000,426.27000000,100,100,0,0,0,0,234.59000000
G3,candidate_scan,Amelia_Vega,100,4,89,141.28000000,13.39000000,4,3,1,0,0,0,298.67000000
G0,candidate_scan,Amelie_Mauresmo,10,0,9,0.06000000,0.07000000,10,10,0,1,0,0,153076.79000000
G1,candidate_scan,Amelie_Mauresmo,10,0,9,1.77000000,38.43000000,10,10,0,1,0,1,260.21000000
G2,candidate_scan,Amelie_Mauresmo,10,0,9,143.09000000,142.37000000,10,10,0,1,0,1,70.24000000
G3,candidate_scan,Amelie_Mauresmo,10,0,9,148.71000000,14.49000000,4,3,1,0,0,0,276.02000000
G0,candidate_scan,Amelie_Mauresmo,10,1,3,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Amelie_Mauresmo,10,1,3,1.76000000,15.21000000,4,4,0,1,0,1,262.92000000
G2,candidate_scan,Amelie_Mauresmo,10,1,3,143.19000000,117.98000000,4,4,0,1,0,1,33.90000000
G3,candidate_scan,Amelie_Mauresmo,10,1,3,147.66000000,13.93000000,4,3,1,0,0,0,287.09000000
G0,candidate_scan,Amelie_Mauresmo,10,2,1,0.07000000,0.07000000,10,10,0,1,0,0,146653.99000000
G1,candidate_scan,Amelie_Mauresmo,10,2,1,1.77000000,7.14000000,2,2,0,1,0,1,280.07000000
G2,candidate_scan,Amelie_Mauresmo,10,2,1,148.81000000,110.10000000,2,2,0,1,0,1,18.17000000
G3,candidate_scan,Amelie_Mauresmo,10,2,1,142.00000000,105.76000000,2,2,0,1,0,1,18.91000000
G0,candidate_scan,Amelie_Mauresmo,10,3,4,0.06000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Amelie_Mauresmo,10,3,4,1.77000000,18.94000000,5,5,0,1,0,1,264.03000000
G2,candidate_scan,Amelie_Mauresmo,10,3,4,151.34000000,119.51000000,5,5,0,1,0,1,41.84000000
G3,candidate_scan,Amelie_Mauresmo,10,3,4,149.39000000,14.40000000,4,3,1,0,0,0,277.75000000
G0,candidate_scan,Amelie_Mauresmo,10,4,1,0.06000000,0.07000000,10,10,0,1,0,0,153076.79000000
G1,candidate_scan,Amelie_Mauresmo,10,4,1,1.90000000,7.13000000,2,2,0,1,0,1,280.44000000
G2,candidate_scan,Amelie_Mauresmo,10,4,1,148.02000000,111.00000000,2,2,0,1,0,1,18.02000000
G3,candidate_scan,Amelie_Mauresmo,10,4,1,140.93000000,107.99000000,2,2,0,1,0,1,18.52000000
G0,candidate_scan,Amelie_Mauresmo,50,0,7,0.06000000,0.23000000,50,50,0,1,0,0,214432.72000000
G1,candidate_scan,Amelie_Mauresmo,50,0,7,1.78000000,30.81000000,8,8,0,1,0,1,259.65000000
G2,candidate_scan,Amelie_Mauresmo,50,0,7,142.65000000,134.61000000,8,8,0,1,0,1,59.43000000
G3,candidate_scan,Amelie_Mauresmo,50,0,7,142.83000000,14.58000000,4,3,1,0,0,0,274.42000000
G0,candidate_scan,Amelie_Mauresmo,50,1,11,0.06000000,0.24000000,50,50,0,1,0,0,209296.61000000
G1,candidate_scan,Amelie_Mauresmo,50,1,11,1.75000000,46.27000000,12,12,0,1,0,1,259.34000000
G2,candidate_scan,Amelie_Mauresmo,50,1,11,144.52000000,152.27000000,12,12,0,1,0,1,78.81000000
G3,candidate_scan,Amelie_Mauresmo,50,1,11,144.54000000,14.34000000,4,3,1,0,0,0,278.87000000
G0,candidate_scan,Amelie_Mauresmo,50,2,38,0.06000000,0.22000000,50,50,0,1,0,0,223815.58000000
G1,candidate_scan,Amelie_Mauresmo,50,2,38,1.75000000,152.11000000,39,39,0,1,0,1,256.40000000
G2,candidate_scan,Amelie_Mauresmo,50,2,38,145.17000000,267.26000000,39,39,0,1,0,1,145.93000000
G3,candidate_scan,Amelie_Mauresmo,50,2,38,140.46000000,14.70000000,4,3,1,0,0,0,272.11000000
G0,candidate_scan,Amelie_Mauresmo,50,3,23,0.07000000,0.24000000,50,50,0,1,0,0,207638.81000000
G1,candidate_scan,Amelie_Mauresmo,50,3,23,1.78000000,95.35000000,24,24,0,1,0,1,251.70000000
G2,candidate_scan,Amelie_Mauresmo,50,3,23,140.27000000,202.50000000,24,24,0,1,0,1,118.52000000
G3,candidate_scan,Amelie_Mauresmo,50,3,23,142.73000000,13.97000000,4,3,1,0,0,0,286.33000000
G0,candidate_scan,Amelie_Mauresmo,50,4,17,0.06000000,0.26000000,50,50,0,1,0,0,195265.55000000
G1,candidate_scan,Amelie_Mauresmo,50,4,17,1.80000000,70.39000000,18,18,0,1,0,1,255.73000000
G2,candidate_scan,Amelie_Mauresmo,50,4,17,147.60000000,175.22000000,18,18,0,1,0,1,102.73000000
G3,candidate_scan,Amelie_Mauresmo,50,4,17,148.87000000,14.12000000,4,3,1,0,0,0,283.21000000
G0,candidate_scan,Amelie_Mauresmo,100,0,79,0.06000000,0.45000000,100,100,0,1,0,0,224414.34000000
G1,candidate_scan,Amelie_Mauresmo,100,0,79,1.72000000,312.51000000,80,80,0,1,0,1,255.99000000
G2,candidate_scan,Amelie_Mauresmo,100,0,79,142.51000000,446.28000000,80,80,0,1,0,1,179.26000000
G3,candidate_scan,Amelie_Mauresmo,100,0,79,143.08000000,14.06000000,4,3,1,0,0,0,284.40000000
G0,candidate_scan,Amelie_Mauresmo,100,1,49,0.07000000,0.44000000,100,100,0,1,0,0,226719.14000000
G1,candidate_scan,Amelie_Mauresmo,100,1,49,1.75000000,197.09000000,50,50,0,1,0,1,253.69000000
G2,candidate_scan,Amelie_Mauresmo,100,1,49,148.52000000,323.07000000,50,50,0,1,0,1,154.77000000
G3,candidate_scan,Amelie_Mauresmo,100,1,49,140.89000000,14.22000000,4,3,1,0,0,0,281.33000000
G0,candidate_scan,Amelie_Mauresmo,100,2,94,0.06000000,0.44000000,100,100,0,1,0,0,228946.72000000
G1,candidate_scan,Amelie_Mauresmo,100,2,94,1.68000000,369.50000000,95,95,0,1,0,1,257.10000000
G2,candidate_scan,Amelie_Mauresmo,100,2,94,144.58000000,503.38000000,95,95,0,1,0,1,188.73000000
G3,candidate_scan,Amelie_Mauresmo,100,2,94,145.44000000,14.67000000,4,3,1,0,0,0,272.65000000
G0,candidate_scan,Amelie_Mauresmo,100,3,60,0.06000000,0.44000000,100,100,0,1,0,0,225500.22000000
G1,candidate_scan,Amelie_Mauresmo,100,3,60,1.78000000,238.39000000,61,61,0,1,0,1,255.89000000
G2,candidate_scan,Amelie_Mauresmo,100,3,60,142.96000000,360.35000000,61,61,0,1,0,1,169.28000000
G3,candidate_scan,Amelie_Mauresmo,100,3,60,156.80000000,14.78000000,4,3,1,0,0,0,270.58000000
G0,candidate_scan,Amelie_Mauresmo,100,4,96,0.07000000,0.42000000,100,100,0,1,0,0,240223.60000000
G1,candidate_scan,Amelie_Mauresmo,100,4,96,1.79000000,380.20000000,97,97,0,1,0,1,255.13000000
G2,candidate_scan,Amelie_Mauresmo,100,4,96,145.25000000,508.87000000,97,97,0,1,0,1,190.62000000
G3,candidate_scan,Amelie_Mauresmo,100,4,96,153.53000000,14.31000000,4,3,1,0,0,0,279.59000000
G0,candidate_scan,Ana_Guevara,10,0,5,0.06000000,0.07000000,10,10,0,1,0,0,153076.79000000
G1,candidate_scan,Ana_Guevara,10,0,5,1.74000000,23.12000000,6,6,0,1,0,1,259.47000000
G2,candidate_scan,Ana_Guevara,10,0,5,146.12000000,127.32000000,6,6,0,1,0,1,47.13000000
G3,candidate_scan,Ana_Guevara,10,0,5,142.33000000,14.29000000,4,3,1,0,0,0,279.97000000
G0,candidate_scan,Ana_Guevara,10,1,9,0.06000000,0.07000000,10,10,0,1,0,0,148208.62000000
G1,candidate_scan,Ana_Guevara,10,1,9,1.75000000,38.95000000,10,10,0,1,0,1,256.76000000
G2,candidate_scan,Ana_Guevara,10,1,9,144.80000000,143.21000000,10,10,0,1,0,1,69.83000000
G3,candidate_scan,Ana_Guevara,10,1,9,140.72000000,14.78000000,4,3,1,0,0,0,270.57000000
G0,candidate_scan,Ana_Guevara,10,2,6,0.05000000,0.07000000,10,10,0,1,0,0,140748.46000000
G1,candidate_scan,Ana_Guevara,10,2,6,1.83000000,27.02000000,7,7,0,1,0,1,259.09000000
G2,candidate_scan,Ana_Guevara,10,2,6,142.21000000,128.64000000,7,7,0,1,0,1,54.42000000
G3,candidate_scan,Ana_Guevara,10,2,6,147.88000000,14.61000000,4,3,1,0,0,0,273.72000000
G0,candidate_scan,Ana_Guevara,10,3,5,0.06000000,0.07000000,10,10,0,1,0,0,151418.92000000
G1,candidate_scan,Ana_Guevara,10,3,5,1.74000000,23.16000000,6,6,0,1,0,1,259.12000000
G2,candidate_scan,Ana_Guevara,10,3,5,140.90000000,124.71000000,6,6,0,1,0,1,48.11000000
G3,candidate_scan,Ana_Guevara,10,3,5,144.73000000,14.50000000,4,3,1,0,0,0,275.81000000
G0,candidate_scan,Ana_Guevara,10,4,8,0.06000000,0.06000000,10,10,0,1,0,0,156503.88000000
G1,candidate_scan,Ana_Guevara,10,4,8,1.71000000,34.52000000,9,9,0,1,0,1,260.70000000
G2,candidate_scan,Ana_Guevara,10,4,8,145.18000000,138.58000000,9,9,0,1,0,1,64.94000000
G3,candidate_scan,Ana_Guevara,10,4,8,147.13000000,14.55000000,4,3,1,0,0,0,274.96000000
G0,candidate_scan,Ana_Guevara,50,0,27,0.07000000,0.25000000,50,50,0,1,0,0,200876.63000000
G1,candidate_scan,Ana_Guevara,50,0,27,1.75000000,109.93000000,28,28,0,1,0,1,254.70000000
G2,candidate_scan,Ana_Guevara,50,0,27,156.39000000,219.58000000,28,28,0,1,0,1,127.52000000
G3,candidate_scan,Ana_Guevara,50,0,27,141.66000000,14.32000000,4,3,1,0,0,0,279.37000000
G0,candidate_scan,Ana_Guevara,50,1,12,0.09000000,0.25000000,50,50,0,1,0,0,204003.11000000
G1,candidate_scan,Ana_Guevara,50,1,12,1.75000000,51.12000000,13,13,0,1,0,1,254.33000000
G2,candidate_scan,Ana_Guevara,50,1,12,143.01000000,156.00000000,13,13,0,1,0,1,83.34000000
G3,candidate_scan,Ana_Guevara,50,1,12,144.47000000,14.07000000,4,3,1,0,0,0,284.34000000
G0,candidate_scan,Ana_Guevara,50,2,22,0.07000000,0.25000000,50,50,0,1,0,0,198593.94000000
G1,candidate_scan,Ana_Guevara,50,2,22,1.76000000,91.26000000,23,23,0,1,0,1,252.03000000
G2,candidate_scan,Ana_Guevara,50,2,22,147.50000000,199.59000000,23,23,0,1,0,1,115.24000000
G3,candidate_scan,Ana_Guevara,50,2,22,147.81000000,14.32000000,4,3,1,0,0,0,279.34000000
G0,candidate_scan,Ana_Guevara,50,3,13,0.06000000,0.22000000,50,50,0,1,0,0,228946.72000000
G1,candidate_scan,Ana_Guevara,50,3,13,1.76000000,55.13000000,14,14,0,1,0,1,253.93000000
G2,candidate_scan,Ana_Guevara,50,3,13,145.22000000,162.35000000,14,14,0,1,0,1,86.23000000
G3,candidate_scan,Ana_Guevara,50,3,13,146.21000000,13.93000000,4,3,1,0,0,0,287.25000000
G0,candidate_scan,Ana_Guevara,50,4,33,0.06000000,0.24000000,50,50,0,1,0,0,208671.84000000
G1,candidate_scan,Ana_Guevara,50,4,33,1.75000000,132.31000000,34,34,0,1,0,1,256.97000000
G2,candidate_scan,Ana_Guevara,50,4,33,142.44000000,249.41000000,34,34,0,1,0,1,136.32000000
G3,candidate_scan,Ana_Guevara,50,4,33,146.70000000,14.09000000,4,3,1,0,0,0,283.82000000
G0,candidate_scan,Ana_Guevara,100,0,15,0.06000000,0.44000000,100,100,0,1,0,0,228447.93000000
G1,candidate_scan,Ana_Guevara,100,0,15,1.74000000,62.39000000,16,16,0,1,0,1,256.45000000
G2,candidate_scan,Ana_Guevara,100,0,15,144.99000000,166.62000000,16,16,0,1,0,1,96.02000000
G3,candidate_scan,Ana_Guevara,100,0,15,142.76000000,14.90000000,4,3,1,0,0,0,268.49000000
G0,candidate_scan,Ana_Guevara,100,1,44,0.09000000,0.44000000,100,100,0,1,0,0,229322.25000000
G1,candidate_scan,Ana_Guevara,100,1,44,1.76000000,175.71000000,45,45,0,1,0,1,256.10000000
G2,candidate_scan,Ana_Guevara,100,1,44,147.53000000,289.28000000,45,45,0,1,0,1,155.56000000
G3,candidate_scan,Ana_Guevara,100,1,44,146.13000000,14.50000000,4,3,1,0,0,0,275.83000000
G0,candidate_scan,Ana_Guevara,100,2,45,0.07000000,0.43000000,100,100,0,1,0,0,234843.45000000
G1,candidate_scan,Ana_Guevara,100,2,45,1.73000000,181.06000000,46,46,0,1,0,1,254.06000000
G2,candidate_scan,Ana_Guevara,100,2,45,147.41000000,301.32000000,46,46,0,1,0,1,152.66000000
G3,candidate_scan,Ana_Guevara,100,2,45,143.39000000,14.30000000,4,3,1,0,0,0,279.66000000
G0,candidate_scan,Ana_Guevara,100,3,12,0.07000000,0.42000000,100,100,0,1,0,0,238177.40000000
G1,candidate_scan,Ana_Guevara,100,3,12,1.76000000,50.34000000,13,13,0,1,0,1,258.27000000
G2,candidate_scan,Ana_Guevara,100,3,12,150.23000000,154.30000000,13,13,0,1,0,1,84.25000000
G3,candidate_scan,Ana_Guevara,100,3,12,148.59000000,14.49000000,4,3,1,0,0,0,276.10000000
G0,candidate_scan,Ana_Guevara,100,4,52,0.06000000,0.43000000,100,100,0,1,0,0,233016.89000000
G1,candidate_scan,Ana_Guevara,100,4,52,1.88000000,207.11000000,53,53,0,1,0,1,255.90000000
G2,candidate_scan,Ana_Guevara,100,4,52,142.76000000,326.67000000,53,53,0,1,0,1,162.25000000
G3,candidate_scan,Ana_Guevara,100,4,52,143.23000000,14.55000000,4,3,1,0,0,0,274.85000000
G0,candidate_scan,Ana_Palacio,10,0,2,0.06000000,0.07000000,10,10,0,1,0,0,144631.17000000
G1,candidate_scan,Ana_Palacio,10,0,2,1.82000000,11.43000000,3,3,0,1,0,1,262.55000000
G2,candidate_scan,Ana_Palacio,10,0,2,141.03000000,111.34000000,3,3,0,1,0,1,26.94000000
G3,candidate_scan,Ana_Palacio,10,0,2,141.58000000,112.12000000,3,3,0,1,0,1,26.76000000
G0,candidate_scan,Ana_Palacio,10,1,7,0.06000000,0.07000000,10,10,0,1,0,0,144631.17000000
G1,candidate_scan,Ana_Palacio,10,1,7,1.85000000,30.86000000,8,8,0,1,0,1,259.23000000
G2,candidate_scan,Ana_Palacio,10,1,7,145.33000000,133.70000000,8,8,0,1,0,1,59.84000000
G3,candidate_scan,Ana_Palacio,10,1,7,148.91000000,14.86000000,4,3,1,0,0,0,269.13000000
G0,candidate_scan,Ana_Palacio,10,2,7,0.06000000,0.07000000,10,10,0,1,0,0,146653.99000000
G1,candidate_scan,Ana_Palacio,10,2,7,1.77000000,31.08000000,8,8,0,1,0,1,257.43000000
G2,candidate_scan,Ana_Palacio,10,2,7,147.23000000,132.48000000,8,8,0,1,0,1,60.38000000
G3,candidate_scan,Ana_Palacio,10,2,7,143.22000000,14.66000000,4,3,1,0,0,0,272.80000000
G0,candidate_scan,Ana_Palacio,10,3,4,0.06000000,0.07000000,10,10,0,1,0,0,144134.16000000
G1,candidate_scan,Ana_Palacio,10,3,4,1.68000000,18.96000000,5,5,0,1,0,1,263.72000000
G2,candidate_scan,Ana_Palacio,10,3,4,149.06000000,121.32000000,5,5,0,1,0,1,41.21000000
G3,candidate_scan,Ana_Palacio,10,3,4,143.61000000,14.32000000,4,3,1,0,0,0,279.26000000
G0,candidate_scan,Ana_Palacio,10,4,4,0.05000000,0.07000000,10,10,0,1,0,0,147168.56000000
G1,candidate_scan,Ana_Palacio,10,4,4,1.90000000,19.29000000,5,5,0,1,0,1,259.21000000
G2,candidate_scan,Ana_Palacio,10,4,4,144.70000000,121.83000000,5,5,0,1,0,1,41.04000000
G3,candidate_scan,Ana_Palacio,10,4,4,145.66000000,14.72000000,4,3,1,0,0,0,271.72000000
G0,candidate_scan,Ana_Palacio,50,0,0,0.06000000,0.24000000,50,50,0,1,0,0,204400.78000000
G1,candidate_scan,Ana_Palacio,50,0,0,1.77000000,3.54000000,1,1,0,1,0,1,282.37000000
G2,candidate_scan,Ana_Palacio,50,0,0,145.85000000,104.57000000,1,1,0,1,0,1,9.56000000
G3,candidate_scan,Ana_Palacio,50,0,0,143.65000000,106.63000000,1,1,0,1,0,1,9.38000000
G0,candidate_scan,Ana_Palacio,50,1,21,0.06000000,0.24000000,50,50,0,1,0,0,209505.69000000
G1,candidate_scan,Ana_Palacio,50,1,21,1.73000000,85.98000000,22,22,0,1,0,1,255.88000000
G2,candidate_scan,Ana_Palacio,50,1,21,149.83000000,194.23000000,22,22,0,1,0,1,113.27000000
G3,candidate_scan,Ana_Palacio,50,1,21,148.55000000,14.93000000,4,3,1,0,0,0,267.96000000
G0,candidate_scan,Ana_Palacio,50,2,43,0.07000000,0.23000000,50,50,0,1,0,0,217096.48000000
G1,candidate_scan,Ana_Palacio,50,2,43,1.77000000,171.64000000,44,44,0,1,0,1,256.36000000
G2,candidate_scan,Ana_Palacio,50,2,43,146.10000000,286.67000000,44,44,0,1,0,1,153.49000000
G3,candidate_scan,Ana_Palacio,50,2,43,144.31000000,14.27000000,4,3,1,0,0,0,280.37000000
G0,candidate_scan,Ana_Palacio,50,3,29,0.06000000,0.23000000,50,50,0,1,0,0,213776.96000000
G1,candidate_scan,Ana_Palacio,50,3,29,1.78000000,117.08000000,30,30,0,1,0,1,256.24000000
G2,candidate_scan,Ana_Palacio,50,3,29,146.59000000,231.40000000,30,30,0,1,0,1,129.65000000
G3,candidate_scan,Ana_Palacio,50,3,29,142.30000000,14.70000000,4,3,1,0,0,0,272.03000000
G0,candidate_scan,Ana_Palacio,50,4,0,0.06000000,0.24000000,50,50,0,1,0,0,207023.89000000
G1,candidate_scan,Ana_Palacio,50,4,0,1.74000000,3.61000000,1,1,0,1,0,1,277.29000000
G2,candidate_scan,Ana_Palacio,50,4,0,147.55000000,104.98000000,1,1,0,1,0,1,9.53000000
G3,candidate_scan,Ana_Palacio,50,4,0,145.16000000,105.72000000,1,1,0,1,0,1,9.46000000
G0,candidate_scan,Ana_Palacio,100,0,44,0.07000000,0.44000000,100,100,0,1,0,0,228572.43000000
G1,candidate_scan,Ana_Palacio,100,0,44,1.76000000,175.46000000,45,45,0,1,0,1,256.47000000
G2,candidate_scan,Ana_Palacio,100,0,44,145.12000000,291.63000000,45,45,0,1,0,1,154.30000000
G3,candidate_scan,Ana_Palacio,100,0,44,142.03000000,14.57000000,4,3,1,0,0,0,274.57000000
G0,candidate_scan,Ana_Palacio,100,1,62,0.06000000,0.43000000,100,100,0,1,0,0,234712.03000000
G1,candidate_scan,Ana_Palacio,100,1,62,1.72000000,245.78000000,63,63,0,1,0,1,256.33000000
G2,candidate_scan,Ana_Palacio,100,1,62,151.55000000,369.48000000,63,63,0,1,0,1,170.51000000
G3,candidate_scan,Ana_Palacio,100,1,62,145.12000000,14.59000000,4,3,1,0,0,0,274.25000000
G0,candidate_scan,Ana_Palacio,100,2,36,0.06000000,0.45000000,100,100,0,1,0,0,224174.45000000
G1,candidate_scan,Ana_Palacio,100,2,36,1.73000000,143.59000000,37,37,0,1,0,1,257.68000000
G2,candidate_scan,Ana_Palacio,100,2,36,147.13000000,254.01000000,37,37,0,1,0,1,145.66000000
G3,candidate_scan,Ana_Palacio,100,2,36,142.96000000,14.43000000,4,3,1,0,0,0,277.22000000
G0,candidate_scan,Ana_Palacio,100,3,15,0.06000000,0.43000000,100,100,0,1,0,0,232371.41000000
G1,candidate_scan,Ana_Palacio,100,3,15,1.68000000,61.84000000,16,16,0,1,0,1,258.72000000
G2,candidate_scan,Ana_Palacio,100,3,15,143.99000000,168.46000000,16,16,0,1,0,1,94.98000000
G3,candidate_scan,Ana_Palacio,100,3,15,141.34000000,14.67000000,4,3,1,0,0,0,272.72000000
G0,candidate_scan,Ana_Palacio,100,4,35,0.07000000,0.46000000,100,100,0,1,0,0,216201.24000000
G1,candidate_scan,Ana_Palacio,100,4,35,1.76000000,140.22000000,36,36,0,1,0,1,256.74000000
G2,candidate_scan,Ana_Palacio,100,4,35,152.45000000,254.29000000,36,36,0,1,0,1,141.57000000
G3,candidate_scan,Ana_Palacio,100,4,35,145.66000000,14.41000000,4,3,1,0,0,0,277.54000000
G0,candidate_scan,Andre_Agassi,10,0,2,0.06000000,0.07000000,10,10,0,1,0,0,148208.62000000
G1,candidate_scan,Andre_Agassi,10,0,2,1.79000000,11.51000000,3,3,0,1,0,1,260.53000000
G2,candidate_scan,Andre_Agassi,10,0,2,142.32000000,112.44000000,3,3,0,1,0,1,26.68000000
G3,candidate_scan,Andre_Agassi,10,0,2,145.35000000,111.55000000,3,3,0,1,0,1,26.89000000
G0,candidate_scan,Andre_Agassi,10,1,9,0.06000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Andre_Agassi,10,1,9,1.79000000,39.05000000,10,10,0,1,0,1,256.06000000
G2,candidate_scan,Andre_Agassi,10,1,9,144.50000000,144.31000000,10,10,0,1,0,1,69.30000000
G3,candidate_scan,Andre_Agassi,10,1,9,143.38000000,14.08000000,4,3,1,0,0,0,284.08000000
G0,candidate_scan,Andre_Agassi,10,2,3,0.06000000,0.07000000,10,10,0,1,0,0,147168.56000000
G1,candidate_scan,Andre_Agassi,10,2,3,1.75000000,15.45000000,4,4,0,1,0,1,258.85000000
G2,candidate_scan,Andre_Agassi,10,2,3,145.50000000,118.01000000,4,4,0,1,0,1,33.90000000
G3,candidate_scan,Andre_Agassi,10,2,3,142.76000000,14.41000000,4,3,1,0,0,0,277.53000000
G0,candidate_scan,Andre_Agassi,10,3,3,0.06000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Andre_Agassi,10,3,3,1.77000000,15.47000000,4,4,0,1,0,1,258.59000000
G2,candidate_scan,Andre_Agassi,10,3,3,145.88000000,117.22000000,4,4,0,1,0,1,34.12000000
G3,candidate_scan,Andre_Agassi,10,3,3,151.60000000,13.83000000,4,3,1,0,0,0,289.19000000
G0,candidate_scan,Andre_Agassi,10,4,3,0.09000000,0.07000000,10,10,0,1,0,0,145635.56000000
G1,candidate_scan,Andre_Agassi,10,4,3,1.76000000,15.43000000,4,4,0,1,0,1,259.21000000
G2,candidate_scan,Andre_Agassi,10,4,3,150.62000000,116.10000000,4,4,0,1,0,1,34.45000000
G3,candidate_scan,Andre_Agassi,10,4,3,144.36000000,14.60000000,4,3,1,0,0,0,273.97000000
G0,candidate_scan,Andre_Agassi,50,0,27,0.07000000,0.23000000,50,50,0,1,0,0,220985.46000000
G1,candidate_scan,Andre_Agassi,50,0,27,1.80000000,110.21000000,28,28,0,1,0,1,254.06000000
G2,candidate_scan,Andre_Agassi,50,0,27,143.79000000,217.37000000,28,28,0,1,0,1,128.82000000
G3,candidate_scan,Andre_Agassi,50,0,27,141.57000000,14.66000000,4,3,1,0,0,0,272.84000000
